image_id,event_name,image_path,damage_severity,informative,humanitarian,disaster_types,model_name,prompt,LLM_analysis,refusal_detected,fallback_attempts,damage_severity_prediction,informative_prediction,humanitarian_prediction,disaster_types_prediction
CrisisMMD,928413900663488512_0,data/crisismmd/data_image/hurricane_maria/9_11_2017/928413900663488512_0.jpg,little_or_none,informative,rescue_volunteering_or_donation_effort,other_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image appears to show people gathering around what seems to be a water source or pipeline. There are several individuals collecting water in containers, with some standing and others crouching near what looks like a roadside water access point. In the background, there appears to be vehicles including what might be a truck or pickup. The setting looks rural or semi-rural with some vegetation visible. The scene suggests people are collecting water resources, possibly during a water shortage or in an area with limited water infrastructure.

Based on my observation, this appears to be showing people collecting water, which could indicate a water shortage situation or limited access to clean water infrastructure. The people are using containers to gather water from what seems to be a makeshift or community water source.

## Classification

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

While this image shows what appears to be people collecting water, which could indicate resource scarcity, there isn't clear evidence of a specific disaster type like flooding, earthquake, etc. The scene depicts what may be a chronic infrastructure issue rather than an acute disaster situation. The image could be informative about water access challenges in the community shown, but doesn't specifically depict a humanitarian crisis response or disaster damage.",No,0,little_or_none,informative,not_humanitarian,not_disaster
ASONAM2017,bridge_12491.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/extra_none_ggIM/bridge_12491.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
## Image Analysis

The image shows a pedestrian walkway or bridge structure with metal railings on both sides. It appears to be a concrete pathway that may be part of infrastructure crossing over what looks like a dried riverbed, canal, or similar area. The pathway is in good condition with no visible damage. On the right side, there appears to be some railway tracks or a similar linear structure. The scene is set against a backdrop of mountains in the distance under a partly cloudy blue sky. The area appears dry with some vegetation visible. There are no signs of any disaster, damage, or humanitarian crisis in this image.

## Classification

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This appears to be a normal infrastructure scene showing a pedestrian pathway or bridge in good condition with no evidence of any disaster or humanitarian concerns. The image shows regular infrastructure in a normal state with mountains in the background.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
damage_multimodal,non_damage/images/ad_2017-11-25_02-36-54.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_02-36-54.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I'll analyze this image for you.

This image shows a Christmas ornament or decoration in the shape of a small elf or Christmas helper figure. The ornament is dressed in green with what appears to be a Christmas tree design on the front. It's hanging from what looks like a Christmas tree - you can see the pine needles spreading out above it. This is a decorative holiday item displayed as part of Christmas celebrations, not a disaster scene. The image appears to be taken in someone's home during the holiday season.

Based on my analysis, here's how I would classify this image:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

This is clearly a festive Christmas decoration and not related to any humanitarian crisis or disaster situation. It shows a holiday ornament hanging from what appears to be a Christmas tree in a normal home setting.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
ASONAM2017,nepal_eq_mild_im_38523.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_mild_im_38523.jpg,mild,informative,infrastructure_and_utility_damage,earthquake,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I'll analyze this image while focusing on what's visible without identifying specific individuals.

<analysis>
The image shows the interior of what appears to be a religious building, possibly a mosque or similar house of worship, with distinctive architectural elements including arched columns. The floor shows significant signs of damage and debris, with what appears to be bloodstains scattered across the floor. The interior space appears to have been the site of a violent incident. In the foreground is a person in white clothing with a hand to their forehead in what appears to be a gesture of distress or grief. The overall scene suggests the aftermath of an attack or violent incident at a place of worship, with evidence of casualties indicated by the apparent bloodstains on the floor.
</analysis>

<labels>
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>

This image appears to show the aftermath of a violent incident or attack at a place of worship. The interior structure remains largely intact, but there are clear signs of a tragic event having taken place based on the staining visible on the floor. This would be categorized as an ""other_disaster"" as it appears to be conflict or violence-related rather than a natural disaster. The damage to the structure itself appears to be mild, though the humanitarian impact is clearly severe. The image is informative for humanitarian response purposes as it documents both the location and apparent scale of an incident requiring humanitarian assistance. The person in white clothing appears to be surveying or responding to the scene, highlighting the impact on both infrastructure and people.",No,0,mild,informative,infrastructure_and_utility_damage,other_disaster
CrisisMMD,922656568063217665_0,data/crisismmd/data_image/california_wildfires/24_10_2017/922656568063217665_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I'll analyze this image carefully.

The image shows a group of people standing in what appears to be a temporary structure with white walls that have decorative swirling designs painted on them. The individuals are holding cleaning tools like brooms and mops. The ground appears to be dirt or sand, and there are doorways visible on either side of the structure. The setting looks like some kind of community project or clean-up effort, possibly in a temporary or transitional space. The sky is visible and clear blue above the structure. There's no visible damage or destruction present - this appears to be a organized volunteer or work activity.

Based on my analysis:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""rescue_volunteering_or_donation_effort""
}
```

This appears to be a volunteer effort or community project where people are working together on cleaning or preparing a space. While it could be considered a type of humanitarian volunteer work, there's no evidence of a disaster response situation. The people are engaged in what seems to be organized work with cleaning tools in a space that shows no damage from natural disasters.",No,0,little_or_none,not_informative,rescue_volunteering_or_donation_effort,not_disaster
AIDR,963082484610191362_0,data/aidr_disaster_types/natural_disaster/12_2_2018/963082484610191362_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,claude_sonnet,direct_classification,"INITIAL RESPONSE:
I'll analyze this image carefully.

The image shows people standing at what appears to be a street intersection during heavy rainfall. There's a person in the foreground holding an umbrella, standing near a pedestrian crossing or traffic light pole. The scene depicts a typical urban setting during a rainstorm with visible heavy precipitation. In the background, there seems to be a covered structure or building, and what appears to be a stairway or elevated structure to the right. The image captures everyday life during challenging weather conditions, with individuals waiting to cross the street or taking shelter from the downpour.

This appears to be a normal heavy rain situation in an urban environment, not a disaster event. The infrastructure is intact, and while the weather is inclement, it represents normal seasonal conditions rather than a humanitarian crisis.

Based on my analysis:

```
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
```

The image shows a typical rainy day in an urban setting. While the heavy rain might be inconvenient for those in the image, it doesn't constitute a disaster or humanitarian crisis that would require aid response.",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,920964237404659712_0,data/aidr_disaster_types/natural_disaster/19_10_2017/920964237404659712_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a group of people sitting around a conference table in a meeting room. There are no visible signs of disaster, damage, or humanitarian concerns. The setting appears to be a normal indoor environment with people engaged in a discussion or meeting. There are no elements indicating any form of crisis or emergency situation.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
ASONAM2017,nepal_eq_severe_im_9032.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_severe_im_9032.jpg,mild,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a car on a road with a fallen utility pole resting on top of it. The pole has numerous wires attached, which are draped over the vehicle. There are people in the background, but they do not appear to be in immediate distress. The scene suggests some form of infrastructure damage, but there is no visible widespread destruction or signs of a larger disaster.
</analysis>

<labels>
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,other_disaster
ASONAM2017,nepal_eq_none_im_17924.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_none_im_17924.jpg,little_or_none,informative,affected_injured_or_dead_people,other_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a group of people carrying an injured person on a makeshift stretcher. The person appears to be unconscious or severely injured, with visible blood on their clothing. The surroundings suggest an outdoor setting, possibly in a market or public area, with people focused on assisting the injured individual. There is no visible structural damage or signs of a specific disaster type in the immediate background.
</analysis>

<labels>
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""affected_injured_or_dead_people""
}
</labels>",No,0,little_or_none,informative,affected_injured_or_dead_people,other_disaster
CrisisMMD,920267141408083968_0,data/crisismmd/data_image/california_wildfires/17_10_2017/920267141408083968_0.jpg,severe,informative,rescue_volunteering_or_donation_effort,fire,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a scene of a forest fire. There is a silhouette of a person, possibly a firefighter, standing among trees with visible flames. The fire appears to be spreading through the forest, indicating a wildfire. The presence of the person suggests an active response to the fire.
</analysis>

<labels>
{
  ""disaster_type"": ""fire"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""rescue_volunteering_or_donation_effort""
}
</labels>",No,0,severe,informative,rescue_volunteering_or_donation_effort,fire
AIDR,landslip/images/google/000006.jpg,data/aidr_disaster_types/landslide_crawled_images_v2/landslip/images/google/000006.jpg,severe,informative,infrastructure_and_utility_damage,landslide,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a significant land collapse with a section of a road or pavement that has broken away, revealing the earth beneath. There are people standing at a safe distance, observing the scene. The ground appears unstable, and the infrastructure is visibly damaged. This suggests a natural event like a landslide or earth slip.
</analysis>

<labels>
{
  ""disaster_type"": ""landslide"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,landslide
damage_multimodal,damaged_infrastructure/images/hurricaneirma_2017-11-22_02-23-53.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/hurricaneirma_2017-11-22_02-23-53.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a scene with significant structural damage. There is debris scattered around, including parts of buildings and other materials. The area appears to have been affected by a strong force, possibly a natural disaster. There are no visible people in the image, and the focus is on the destruction of infrastructure.
</analysis>

<labels>
{
  ""disaster_type"": ""hurricane"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,hurricane
CrisisMMD,905037826286387200_0,data/crisismmd/data_image/hurricane_harvey/5_9_2017/905037826286387200_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a street lamp partially submerged in water, indicating a flooded area. The water level is high enough to cover a significant portion of the lamp post, suggesting a substantial flood. There are no visible people, buildings, or other infrastructure in the image, so the extent of damage to other structures cannot be assessed from this image alone.
</analysis>

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,flood
aidr_old_data,977274533420978180_0,data/aidr_info/natural_disaster/23_3_2018/977274533420978180_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a natural landscape with striking rock formations and a vibrant sky. There are no signs of disaster, damage, or humanitarian concerns. The scene appears to be a normal, undisturbed natural environment.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,600175533230465024_0,data/aidr_disaster_types/nepal_earthquake/18_5_2015/600175533230465024_0.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a scene of significant destruction with collapsed buildings and rubble. People are present, appearing to be searching through the debris, possibly for survivors or belongings. The structures in the background are partially standing but heavily damaged. The scene suggests a recent disaster with visible humanitarian concerns, such as the need for rescue and recovery efforts.
</analysis>

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""affected_injured_or_dead_people""
}
</labels>",No,0,severe,informative,affected_injured_or_dead_people,earthquake
aidr_old_data,971489533874397187_0,data/aidr_info/human-induced_disaster/7_3_2018/971489533874397187_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows cartoon-style drawings of four characters with various outfits and accessories. There are no signs of disaster, damage, or humanitarian concerns. The scene is artistic and stylized, focusing on character design rather than any real-world event or situation.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
damage_multimodal,damaged_infrastructure/images/earthquake_2017-11-13_19-45-14.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/earthquake_2017-11-13_19-45-14.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a multi-story building with significant structural damage. The facade is heavily damaged, with large sections of walls missing, exposing the interiors of the apartments. Debris is scattered around the area, and a car is parked nearby, partially covered with debris. A person is walking near the building, indicating human presence but not showing any immediate distress or injury. The scene suggests a recent disaster, likely an earthquake, given the type of structural damage visible.
</analysis>

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
damage_multimodal,non_damage/images/ad_2017-11-25_05-04-49.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/non_damage/images/ad_2017-11-25_05-04-49.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image is an advertisement featuring a gaming console encased in ice with the text ""WAY COOL"" prominently displayed. There are no signs of disaster, damage, or humanitarian concerns. The scene is clearly promotional and not related to any real-world crisis or disaster.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,916029442559901696_0,data/aidr_disaster_types/human-induced_disaster/5_10_2017/916029442559901696_0.jpg,severe,informative,infrastructure_and_utility_damage,fire,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a firefighter attending to a vehicle that appears to have been on fire. The vehicle is severely damaged, with visible burn marks and smoke. The firefighter is holding a hose, suggesting active firefighting efforts. The surrounding area seems unaffected, with no visible damage to infrastructure or other vehicles.
</analysis>

<labels>
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
ASONAM2017,nepal_eq_severe_im_42274.jpg,data/ASONAM17_Damage_Image_Dataset/nepal_eq/nepal_eq_severe_im_42274.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a street with a significant crack running through it, indicating ground rupture. People are gathered around, observing the damage. The buildings in the background appear intact, with no visible structural damage. The scene suggests a recent seismic event, as the ground is visibly split, but there is no apparent damage to the surrounding infrastructure or visible injuries to people.
</analysis>

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,earthquake
damage_multimodal,damaged_infrastructure/images/wreckedcar_2017-02-02_01-11-45.jpg,data/multimodal-deep-learning-disaster-response-mouzannar/multimodal/damaged_infrastructure/images/wreckedcar_2017-02-02_01-11-45.jpg,severe,informative,infrastructure_and_utility_damage,other_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a severely damaged car with significant burn marks, indicating it has been involved in a fire. The car is parked on a snowy surface, and there are several trucks in the background. There are no visible signs of injured people or active rescue efforts. The scene suggests a past incident rather than an ongoing disaster.
</analysis>

<labels>
{
  ""disaster_type"": ""fire"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,fire
CrisisMMD,870145906548539392_0,data/crisismmd/data_image/srilanka_floods/1_6_2017/870145906548539392_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image appears to be a screenshot of a news article about Cyclone Mora bringing heavy rain to Rajasthan. The image within the article shows people with umbrellas, suggesting rain, but there is no visible damage or disaster impact in the image itself. The text describes rainfall and dark clouds but does not indicate any severe damage or humanitarian crisis.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
aidr_old_data,968177930974257153_0,data/aidr_info/natural_disaster/26_2_2018/968177930974257153_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image appears to be a weather map showing pressure systems over Europe. It includes various pressure lines and color gradients indicating different weather conditions. There is a label ""BEAST"" pointing to a specific area, suggesting a significant weather event, possibly a storm or cold front. No visible damage, infrastructure, or people are present in the image.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,907176004959051778_0,data/aidr_disaster_types/security-incidents-activities/11_9_2017/907176004959051778_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a beach area with strong winds evident from the bent palm trees. There is debris scattered around, and the sky appears overcast, suggesting stormy weather. A person is seen walking on the beach, possibly assessing the situation. The scene indicates potential damage from a storm, but no severe destruction of infrastructure is visible.
</analysis>

<labels>
{
  ""disaster_type"": ""hurricane"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,hurricane
ASONAM2017,ruby_typhoon_mild_im_22.jpg,data/ASONAM17_Damage_Image_Dataset/ruby_typhoon/ruby_typhoon_mild_im_22.jpg,mild,informative,infrastructure_and_utility_damage,flood,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a street that is flooded with water. The water level appears to be covering the road, and there are buildings on either side. The scene suggests a recent or ongoing flood event. There is no visible damage to the buildings, and no people are visible in distress. The image provides a clear view of the flooding situation, which could be useful for assessing the extent of the flood.
</analysis>

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,little_or_none,informative,infrastructure_and_utility_damage,flood
AIDR,mudslide/images/google/000320.jpg,data/aidr_disaster_types/landslide_crawled_images_v2/mudslide/images/google/000320.jpg,mild,informative,infrastructure_and_utility_damage,landslide,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a rural road partially blocked by a landslide. The earth and debris have slid down from a hillside, covering part of the road. There are no visible signs of severe damage to infrastructure, and no people appear to be injured or in distress. The scene suggests a natural obstruction rather than a catastrophic event.
</analysis>

<labels>
{
  ""disaster_type"": ""landslide"",
  ""damage_severity"": ""mild"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,mild,informative,infrastructure_and_utility_damage,landslide
CrisisMMD,910262263763873792_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910262263763873792_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a social media post with a profile picture and a large amount of text in a language other than English. The main image within the post depicts a highway filled with a significant amount of traffic, suggesting a possible evacuation or mass movement of vehicles. There are no visible signs of damage, disaster, or humanitarian concerns directly in the image itself. The scene appears to be a normal traffic jam, possibly related to an event or situation not visible in the image.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,930213815102377984_3,data/aidr_disaster_types/natural_disaster/13_11_2017/930213815102377984_3.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a grassy area with several trees and a body of water that appears to have overflowed, causing minor flooding. The water covers parts of the ground but does not seem to have caused significant damage to any visible structures. There are no people, rescue efforts, or visible damage to infrastructure.
</analysis>

<labels>
{
  ""disaster_type"": ""flood"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,little_or_none,informative,infrastructure_and_utility_damage,flood
AIDR,592228122805858304_1,data/aidr_disaster_types/nepal_earthquake/26_4_2015/592228122805858304_1.jpg,severe,informative,infrastructure_and_utility_damage,earthquake,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a collapsed building surrounded by debris, indicating significant structural damage. There are people gathered around the site, suggesting a response or rescue effort. The surrounding buildings appear intact, but the focus is on the destroyed structure in the center. This scene suggests a disaster event, likely involving structural failure or collapse.
</analysis>

<labels>
{
  ""disaster_type"": ""earthquake"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,earthquake
ASONAM2017,road_21188.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/extra_none_ggIM/road_21188.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a normal street scene with cars on a road, houses on either side, and no visible signs of disaster or damage. The infrastructure appears intact, with no evidence of flooding, fire, or any other disaster-related damage. The scene is calm, with no visible humanitarian concerns or emergency activities.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
aidr_old_data,913628422714277888_0,data/aidr_info/human-induced_disaster/29_9_2017/913628422714277888_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a person smiling and dressed in sports attire, possibly engaged in a recreational activity like golf. There are no visible signs of disaster, damage, or humanitarian concerns. The scene appears normal and unrelated to any crisis or emergency situation.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,land_slide/images/flickr/000352.jpg,data/aidr_disaster_types/landslide_crawled_images_v2/land_slide/images/flickr/000352.jpg,mild,informative,infrastructure_and_utility_damage,landslide,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a section of a hillside with visible signs of earth movement, such as exposed soil and displaced vegetation. A walkway runs alongside the hillside, and there appears to be some minor debris on or near the path. The scene suggests a natural occurrence, possibly a small landslide or earth slip, but there is no significant structural damage visible. The area seems stable, and there are no people or rescue efforts present.
</analysis>

<labels>
{
  ""disaster_type"": ""landslide"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,little_or_none,informative,infrastructure_and_utility_damage,landslide
CrisisMMD,919740217858445314_0,data/crisismmd/data_image/california_wildfires/16_10_2017/919740217858445314_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows two people standing by a swimming pool with a scenic background of trees and hills. The setting appears peaceful and there are no visible signs of disaster, damage, or humanitarian concerns. The environment looks well-maintained and there is no indication of any emergency or crisis situation.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
AIDR,592791418629976065_0,data/aidr_disaster_types/nepal_earthquake/27_4_2015/592791418629976065_0.jpg,little_or_none,not_informative,not_humanitarian,not_disaster,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a piece of lined paper with handwritten text. The text includes names and a location, but there are no visible signs of disaster, damage, or humanitarian concerns. It appears to be a normal scene with no disaster-related elements.
</analysis>

<labels>
{
  ""disaster_type"": ""not_disaster"",
  ""damage_severity"": ""little_or_none"",
  ""informative"": ""not_informative"",
  ""humanitarian"": ""not_humanitarian""
}
</labels>",No,0,little_or_none,not_informative,not_humanitarian,not_disaster
ASONAM2017,bridge_damage_2850.jpg,data/ASONAM17_Damage_Image_Dataset/ggImage/bridge_damage/bridge_damage_2850.jpg,severe,informative,infrastructure_and_utility_damage,flood,gpt4v,direct_classification,"INITIAL RESPONSE:
<analysis>
The image shows a collapsed bridge over a river, with one section of the bridge having fallen into the water. The surrounding area appears rural, with hills in the background. There is a person standing near the collapsed section, but no visible signs of injury or distress. The road leading to the bridge is intact, but the bridge itself is clearly damaged and unusable.
</analysis>

<labels>
{
  ""disaster_type"": ""other_disaster"",
  ""damage_severity"": ""severe"",
  ""informative"": ""informative"",
  ""humanitarian"": ""infrastructure_and_utility_damage""
}
</labels>",No,0,severe,informative,infrastructure_and_utility_damage,other_disaster
